/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/center_2021_05_22_05_47_14_503.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/left_2021_05_22_05_47_14_503.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/right_2021_05_22_05_47_14_503.jpg,0,0,0,2.109851E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/center_2021_05_22_05_47_14_579.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/left_2021_05_22_05_47_14_579.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/right_2021_05_22_05_47_14_579.jpg,0,0,0,3.171907E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/center_2021_05_22_05_47_14_652.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/left_2021_05_22_05_47_14_652.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/right_2021_05_22_05_47_14_652.jpg,0,0,0,3.902545E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/center_2021_05_22_05_47_14_727.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/left_2021_05_22_05_47_14_727.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/right_2021_05_22_05_47_14_727.jpg,0,0,0,4.500658E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/center_2021_05_22_05_47_14_800.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/left_2021_05_22_05_47_14_800.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/right_2021_05_22_05_47_14_800.jpg,0,0,0,5.431323E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/center_2021_05_22_05_47_14_867.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/left_2021_05_22_05_47_14_867.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/right_2021_05_22_05_47_14_867.jpg,0,0,0,1.05907E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/center_2021_05_22_05_47_14_942.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/left_2021_05_22_05_47_14_942.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/right_2021_05_22_05_47_14_942.jpg,0,0,0,6.627812E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/center_2021_05_22_05_47_15_013.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/left_2021_05_22_05_47_15_013.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/right_2021_05_22_05_47_15_013.jpg,0,0,0,7.978149E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/center_2021_05_22_05_47_15_087.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/left_2021_05_22_05_47_15_087.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/right_2021_05_22_05_47_15_087.jpg,0,0,0,3.894378E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/center_2021_05_22_05_47_15_154.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/left_2021_05_22_05_47_15_154.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/right_2021_05_22_05_47_15_154.jpg,0,0,0,1.910536E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/center_2021_05_22_05_47_15_229.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/left_2021_05_22_05_47_15_229.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/right_2021_05_22_05_47_15_229.jpg,0,0,0,1.512302E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/center_2021_05_22_05_47_15_300.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/left_2021_05_22_05_47_15_300.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/right_2021_05_22_05_47_15_300.jpg,0,0,0,1.187228E-05
/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/center_2021_05_22_05_47_15_372.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/left_2021_05_22_05_47_15_372.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data2/IMG/right_2021_05_22_05_47_15_372.jpg,0,0,0,8.618164E-07
